thetalon,The Talon,https://www.dntalon.com
girlsincs,Girls in Computer Science,https://www.instagram.com/girlsincs/
trim,Tri-M Music Honor Society,https://linktr.ee/dnhstrim
bsu,Black Student Union,https://www.instagram.com/dnhsbsu/
